Comment,Rating
"
Работает быстро, стабильно. 5+												",1
"
Защитную пленку можно было наклеить сразу, вместо рекламы.
Если нет поддержки карт памяти, то можно было бы включить поддержку мини USB флешек. Если такая возможность есть, то разрекламировать ее.												",0
"
От телефона не в восторге. особенно убила батарея,которая садится очень быстро. Мечтаю продать этот телефона,надеюсь мне повезет))))												",0
"
Большой  и яркий экран.												",1
"
1. батарея держит сутки.2. Вибрация как на дешевых китайских подделках.3. Качество фотографий оставляет желать лучшего. ",0
"
- Всем привет,меня зовут Герман,мне 15 лет купил себе сотку Archos,сотка удобная но глючит иногда,часто перегревается и быстро ломается,сотка выпало с кармана и у неё треснул Экран,теперь ни где не могу найти Экран для сотки,мука сплошная.												",1
"
- Камера												",1
"
- Перегрев												",0
"
пользуюсь мегафон логин-2,по сравнению с первой моделью,он на много лучше и эффективнее,ведет себя очень уверено и серьёзно,удобен и приятен в работе,батарея очень мощная и держит заряд,долго,даже если сидеть в интернете часами.												",1
"
мощная батарея,уверенная связь,очень сильная операционка,прекрасное соотношение цены и качества												",1
"
не нашёл недостатков												",0
"
Мне нормально удобно лежит в руке получаются очень не плохие снимки не глючит меня устраевает все!												",1
"
отличный дизайн ,качество вообщем все круто												",1
"
для меня недостатков нет!												",0
"
Телефон почти идеален!Хорошая камера,удобный в эксплуатации,тонкий.Правда андроид 4.0.3 не очень,хотелось бы 4.3 !Ну а так в принципе все устраивает !Хороший дисплей,падал именно на экран, не раз,даже не поцарапался !												",1
"
Красивый,тонкий,функциональный телефон.												",1
"
Слабая батарея .												",0
"
Отличный телефон! За полтора года столько с ним приключилось;и утопила его и роняла и вино на него пролили а он все еще работает!И даже очень хорошо работает! Я влюбилась в этот телефон!												",1
"
Классный телефон!												",1
"
Если память загружена всякой ерундой,то немного зависает!												",0
"
Обалденный девайс, взял в белом корпусе. Юзаую меньше недели - впечатлений масса. Взял евротест, т.к. нелюблю переплачивать за ""навящевый сервис"" и наклейку РСТ под аккумулятором. В комплекте идут очень неплохие наушники. Аккумулятор действительно живуч.												",1
"
Много !!!												",1
"
Пока необнаружено.												",0
"
пользовалась телефоном неделю - подарили.												",0
"
особых достоинств не нашла - телефон как телефон.												",1
"
мало того, что батарея держит мало, так уже на вторые сутки начал сам отключаться. а подключить возможно только тогда, когда вынешь и поставишь на место батарею.												",0
"
Тонкий смартфон с большим качественным экраном,дизайн супперский и моноблочный,это мегаудобно - ничего не отпадает и не скрипит.Внутри мощное железо, иногда работаю, если срочно, с документами, все открывается, главное установить офисные приложения.У меня батарею держит полтора дня, это при активном... Читать полностью ",1
"
Корпус, начинка, дисплей, камера												",1
"
Не могу найти под него чехол...												",0
"
Мне 53 года,долго искала 2-х симочную раскладушку.До этого пользовалась Самсунгом .Нашла в Интернет-магазине,заказала,очень переживала,что может не понравиться(т.к.я этот телефон никогда не видела раньше и в руках не держала) Пользуюсь чуть больше года,довольна очень!												",1
"
Звук громкий,можно выставить разные мелодии на входящие звонки.На внешнем дисплее во время звонка отображается имя звонящего												",1
"
не до конца продумано открывание раскладушки.иногда не сразу получается,особенно,когда влажные руки.												",0
"
Выбирали с супругой между GELAXI и iPhone 5S.В итоге я купил SAMSUNG,а она взяла себе Apple.В общем я не расстроился. Тонкий,легкий,удобно лежит в руке. Очень яркий насыщенный цветами дисплей! Отзывчивый сенсор,можно не снимать перчатки и пользоваться,что в нашей стране огромный плюс. Камера отлично... Читать полностью ",1
"
Большой,яркий дисплей. Хорошая камера. Тонкий легкий.												",1
"
Пропадает сеть,слабый корпус,дополнительные функции за которые взяли деньги не работают как положено.Очень сильно греется!!!												",0
"
Телефон сначала понравился хороший шустрый был но потом поставил карту памяти на 32GB и он стал подвисать.В игре несколько раз не действовал на нажатие приходилось тыкать 5 раз.И у меня стоит Android 4.1.1 и нельзя обновлять ОС по воздуху(через Wi-fi) И быстро садится зарядка даже если яркость... Читать полностью ",0
"
Большой экран												",1
"
Подвисает,слабая батарея,экран иногда не действует на нажатие,нельзя обновить ОС через wi-fi.Не поддерживает сеть 4G												",0
"
Пользуюсь этим аппаратом полтора месяца - мне нравится. За такую смешную цену - практически полноценный смартфон!												",1
"
Цена												",1
"
Маловато оперативной памяти...												",0
"
Искал многофункциональный. практичный ""Все в одном"". Увидел НТС Amaze 4G. Купили 2 телефона НТС разных моделей. Первоначально на Amaze камера оказалась в сравнении с другой чуть хуже (на другом камера HD 8Мп). Но после настроек разницы обнаружить не удалось. Зато у Амаzе в инете почти летает (в... Читать полностью ",1
"
Все в одном, быстрый интернет, держит зарядку при условии рационального пользования												",1
"
Лично мне не понравилось отсутствие на него чехлов. Так и не нашли.												",0
"
Пользуюсь этим телефоном уже 4 месяца...Телефон действительно просто потрясающий) причем начиная от внешних характеристик: он компактен,удобен,красив,стильный и модный дизайн..а функциональность на 5..начинка телефона просто класс! Достаточно широкий и интересный спектр возможностей, качество... Читать полностью ",1
"
камера,звук четкий и громкий,функ-ть отличная(он словно танк,крепкий и прочный в своей работе),крышка приятная на ощупь,стиль												",1
"
лично для меня один маааленький недостаток-фронтальная камера расположена снизу												",0
"
Классный аппарат. Дизайн офигенский. Приятно держать в руках. Купил недавно и несколько не жалею. С начало хотел i phone или самсунг купить но как увидел этот сразу влюбился. Рекомендую всем кто сомневается.												",1
"
Дизайн. Камера. Програмная поддержка. Связь. И ещё многочего......												",1
"
неиного слабоватая батарейка.												",0
"
телефон классный))) ""для жизни"" можно сказать! советую его для тех кто не хочет находится в серой массе как ""ЦЫПЛЯТА ИНКУБАТОРНЫЕ"" например как все с айфонами!												",1
"
хорошая камера, корпус классный (особенно черный матовый, по моему), экран это вообще бомба, ну и дешовый в отличии с 925, 1020, 1520...												",1
"
магазин не богат((												",0
"
Ношу уже год (может больше) только звоню - больше ничего. По приему - передаче звонков - вроде все нормально падал несколько раз - один раз по лестнице целый марш прыгал - вроде работает.Заметил один ньюанс в метро когда связи нет - он ее активно ищет - сажает батарею - минут за 10-15 в... Читать полностью ",0
"
звонит и прыгает по лестницам без проблем												",1
"
быстро сажает без сети батарею - остальное не искал												",0
"
Прекрасный  телефон! я просто восхищаюсь им!												",1
"
Этот телефон один сплошной плюс												",1
"
Минусов нет												",0
"
Хотел телефон для того, чтобы смотреть фильмы, интернет в пробках. Закачал на него много всего, работает хорошо. Звонки, свясь - все как у нормального телефона. В общем, свою стоимость он уже не раз оправдал												",1
"
достаточно качественный экран, при этом батарея не садится долго, рабоатет сам аппарт оперативно.												",1
"
бывает неудобно от близкого расположения кнопок выключения и громкости. первое время их путал несколько раз												",0
"
Классный дизайн, очень стильный. Великолепное качество дисплея, что особенно заметно при просмотре видео и фото. Крутая камера. Меня этот флагман поразил своей ценой, а еще все работает моментально. Последним поводом за покупку стала гарантия на 2 года												",1
"
Цена очень приятная для такого высокого качества сборки, Отличные показатели технических характеристик												",1
"
одна симка, нет слота для карты памяти												",0
"
Отличный смартфон..Очень функциональный,с отличным экраном и камерой.Неплохая поддержка ПО от Sony.												",1
"
Колоссальная производительность,отлично держит батарею,великолепный экран,водонепроницаемость.												",1
"
Простая базовая комплектация...(даже нет наушников)												",0
"
Надоело ходить с двумя телефонами, прислушиваться- в каком кармане звонит? Будучи в основном на работе, напросился вывод, что сенсором развлекаться не успеваю со всеми его функциями и что нужен просто телефон, желательно с двумя симками- рабочей и домашней. После недолгих раздумий приобрел в конце... Читать полностью ",1
"
Две симкарты. Компактный, удобный в пользовании. Хорош для работы. Отличная связь.												",1
"
Мелочь, типа без навыка не сразу снимешь крышку батарейного отсека.												",0
"
Пользуюсь телефоном 3 года. Работает как часы. Накидал доп.программ из маркета. Не уступает никаким АйФонам. В машине японская подставка для телефона - встал туда как влитой.												",1
"
Компактный, удобный, функциональный. Никаких глюков.												",1
"
Через три года камера стала снимать похуже в темноте. При хорошем освещении - отлично.												",0
"
Купил!Нет чехла в комплекте.Очень мало памяти для такого телефона.А так,мне нравится!												",1
"
Качество изображения!												",1
"
Нет разъёма для дополнительной памяти!!!												",0
"
Это мой 4 телефон, после Nokia x3-02, купил это вдохновленным Nokia E72, который у меня был еще до x3-02, в общем то что ожидал то и получил, меня все устраивает ! Вижу здесь много негативных отзывов, но то что пишут у меня просто нет такого, может это связано с тем что телефон приобретен не в... Читать полностью ",1
"
удобство, экран, конструкция, дизайн, навигация, батарея при активном использовании держит 2 дня (а так 3-4 дня, если не трогать, то и дней 5),сочетание клавиатуры и сенсора, память+возможность без проблем менять карты памяти, разумеется карты, с которыми не знаешь что такое нет сети или не хватает... Читать полностью ",1
"
камера честно говоря не очень (но для меня это не важно), почтовый клиент иногда не распознает кириллицу(может быть это из-за того что телефон куплен за границей и может не адаптирован для РФ), иногда при загрузке кричит что оперативки не хватает.												",0
"
Покупали для ребенка первокласснику, думали что качество нокии не подведет, но увы... Порой из-за тупости в ПО ребенок не мог воспользоваться главной функцией телефона - это позвонить, часто глючил, ну может не повезло, но тем не менее через месяц купили телефон во много раз дешевле, но за то... Читать полностью ",1
"
Выглядит норм, звук хороший, удобно лежит в руке												",1
"
цена завышена, поиск по адресной книге работает только по фамилиям (или только по имени), не удобное меню, слишком быстро помирает батарейка для такого телефона, камера, качество сборки,												",0
"
Это мой самый первый сенсорный телефон (ну вернее с наличием сенсором) и третий после Nokia E72, в общем живучий телефон, но падения с высоты 2 этажей не выдержал, отвалилось 3 кнопки и убился сенсор, пришлось менять, думал взять такой же, потому что действительно классный мобильник)												",1
"
дизайн, веселый в плане выбора цветов, удобство использования, размер, качество звука,												",1
"
разве что иногда подглюкивал сенсор												",0
"
Это мой самый первый мобильник и разумеется о нем у меня самые теплые воспоминания, пишу конечно с опозданием поэтому все + и - будут актуальны для того времени, ну а тем кто не любит сенсоры, для тех актуально и сегодня.												",1
"
экран, сборка, батарейка, камера, звучание												",1
"
разве что тупил на морозе												",0
"
Великолепный телефон.Был куплен и поьзован мной,ни глюков,ни плохих эмоций.цена гараздо ниже,чем качество.я долго рассматривал его и только после покупки понял насколько отличный телефон.Берите и даже не думайте												",1
"
Есть все примочки,как и в более дорогих телефонах												",1
"
Их  просто нет												",0
"
Мне как студенту этот смартфон удалось купить со своей стипендии. На эпл я бы копил до конца универа :)) Нормальный экран, приятный размер, очень удобный интерфейс. Он мне нужен для учебы, инода для инета, не сказать, что я им очень активно пользуюсь, но ни разу он меня не подвел												",1
"
Соотношение цена-качество												",1
"
Маловато памяти, одновременно подвисает много тяжелых приложений												",0
"
А вот моя история Я, Михайленко Денис Владимирович, работаю геодезистом. ,условия работы приближены к экстримальным. Прошлый телефон утерял в поле( в прямом смысле слова), и начал присматриваться к защищённым. Взгляд упал на модель Texet TM-4104R X-Driver. Я подумал- начну с дешового но... Читать полностью ",0
"
крепкиий												",1
"
не соответствует заявленым нормам, впечатления что телефоны поставляемые на наш рынок, это Китай 3-я смена												",0
"
Второй отзыв))) Первый читай ниже)) Сдал в ремонт, вскрывали для проведения ремонта то ли ломиком то ли багром...												",0
"
Классный смарфон пока работает и пока нет косяков по корпусу от ""гарантийного ремонта""))))												",1
"
Когда сдавал в ремонт услышал от манага: ""Надоели люмы каждый день приносят"".												",0
"
недавно приобрёл этот телефон так как меня устраивала цена да и по габаритам не доволен тем что входящих звонков почти не слышно и во время разговора плохая слышимость а в остальном нормальный телефон												",0
"
цена												",1
"
плохая слышимость												",0
"
Стильный,простой,бестолковый телефон.Нужных функций нет.												",1
"
Стиль,красота.												",1
"
Нет фото и видео на звонок,много не нужного в приложении.Это простой мобильник.												",0
"
Работает нескольдо дней без подзарядки, что просто меня шокировало. Юзабилити прокачена, то есть приятно и легко использовать, кнопки расположены удобно, приятно лежит в руке. Громкий хороший звук, яркий экран. Так что при такой цене и внутренностях еще и 2 симки - очень приятно. Так что рекомендую												",1
"
Невероятная батарейка, в сочетании экономного процессора и экрана; соотношение цена-качество												",1
"
хотелось бы больше оперативки												",0
"
Купил себе этот аппарат в конце ноября и пользуюсь им всю зиму. Приятно, что при обычной работе он держит заряд больше 2-х дней. Правда я не пользуюсь постоянно вай-фаем, джипиэсом и всякими другими необязательными в офисе штуками. Оперативка не слишком большая, но ее хватает на обычную повседневную... Читать полностью ",1
"
Небольшая цена, современная 2-х ядерная платформа, гарантия 2 года												",1
"
фронтальная камера так себе												",0
"
В данной модели нет поддержки двух сим-карт! Не вводите людей в заблуждение! P6 с двумя сим имеет несколько иное буквенное обозначение P6-C00, вторая сим-карта работает только в Китае на CDMA, толщина 6,48 мм., нет слота для карт памяти, встроеная память 16 GB и задняя крышка пластмассовая.												",1
"
Если брать за 11000 т.р. просто идеал. За 13-19900 это уже перебор. Столько он не стоит!												",1
"
Не прочный. При падении на пол углом обязательно повредится.												",0
"
мне его подарили на день рождения.за 1990.очень им довольна.удобный.												",0
"
есть you tube,удобная книжка вызовов,камера хорошая,интернет,wi-fi,gpc,большая память в самом телефоне,есть антивирус.												",1
"
до сих пор не научилась отправлять сообщения,быстро перегревается акомулятор,была проблема с графитным ключом.												",0
"
За два месяца пользования - нареканий нет, мне понравился и дизайн и функциональность. Брала для работы, что б пользоваться двумя симками, связь и выход в интернет быстрые, ничего не виснет, удобно заходить в соц. сети. Цена по карману не бьет)												",1
"
2-симкарты,быстрый доступ в интернет, GPS,цена,качественная сборка, дизайн												",1
"
На деле оказалось мало памяти												",0
"
впечатления он конечно не произвел, не знаю для каких целей производитель внес в него стандартный браузер который даже не работает, да порадовал конечно очень громким динамиком соседи утром повскакивали, но качество звука не очень, да и при разговоре слышимость как в пещере, а да фонарик можно было... Читать полностью ",0
"
динамик громкий												",1
"
выше указаны, неплохой вариант если карманы дырявые												",0
"
взял по наводке продавца уж больно он его расхваливал
тоже мне лидер продаж а если честно я такого телефона у людей даже не наблюдаю 
через три дня продал слава аллаху												",0
"
камера												",1
"
просто огромное количество даже перечислять не хочется												",0
"
Хороший смартфончик, за 4000р. Менять не тороплюсь.												",0
"
Большой экран, довольно мощный wi-fi как мне показалось.Приятный на ощупь. Задняя крышка открывается не сложно. Несколько раз падал и на каф.плитку живучий, на корпусе ни царапины.												",1
"
С 2-мя сим работает не корректно, кол-во опер. памяти 256 маловато,												",0
"
Долго сомневался, но купил. И не ошибся телефон отличный. Не тормозов не лагов. В добавок он не убиваемый. Что только не делал, получил кирпич но и из него восстановился очень легко												",1
"
Цена, довольно производительный.												",1
"
Мало озу, но и без того он ""Летает"".												",0
"
Общие впечатления нормальные. Уже падал на кафельную плитку после чего повреждений и сбоев в работе не выявленно. Полностью соответствует своему классу. Хотя пользуюсь 2 недели телефоном доволен.												",1
"
Громкий звонок, хорошо держит сигнал даже в подземных резервуарах. Простой в обращении, и имеет 2 сим-карты. Это основные параметры которые мне необходимы.												",1
"
Пока минусов не наблюдаю.												",0
"
В целом неплохой аппарат смущает только то что производитель указывает ложные данные относительно системы На самом деле там Android 2.3												",0
"
экран												",1
"
Система, камеры программно подогнаны до 3,2 M												",0
"
купите оригинал лицензионный,у меня оригинал полтора года огонь и воду прошел и работает без прблем												",1
"
сам телефон												",1
"
отсутствуют												",0
"
Что сказать? Друзьям не посоветую. Хотя, просто позвонить без всяких претензий на отображения на дисплее, вполне приличный телефончик.												",0
"
Долго держится заряд.												",1
"
неудачные настройки.												",0
"
в полне нормальный аппарат, купил в последних числах сентября 2009 года. Запускал телефон об стену, ранял на работе со станков , весь корпус в трещинах , ни разу не разбирал, да и продержался до октября 2013 года.  Сейчас купил SONY XPERIA Z1, посмотрим сколько продержится этот аппарат,... Читать полностью ",0
"
кроме аккамулятора и  нехватки WI - FI, всё нормально.												",1
"
очень, очень, ну очень слабый аккамулятор												",0
"
Очень был удивлен относительно не плохому качеству и функционалу за такие деньги (брал за 1890 р). На рынке вобще нельзя купить что-либо подобное за такую цену. Пользуюсь уже 3 недели. Особых косяков отметить не могу, кроме лишь того, что раз перестал работать автоповорот экрана, вылечил... Читать полностью ",1
"
- уверенный прием сигнала - громкий - неплохой экран - тянет все необходимые приложения без нареканий - хороший wi-fi. у меня лично ловит даже в подъезде и немного на улице возле дома, чего даже на дорогих моделях иногда не достигается - голосовой ввод порадовал -... Читать полностью ",1
"
- быстро разряжается при работе wi-fi или gps
- был глюк с автоповоротом
- сенсору немного не хватает точности и чувствительности (не смертельно)
- нет наушников в комплекте
- лок (только МТС)												",0
"
Положительные.Рекомендую к покупке.												",1
"
Экран,камера,батарея.												",1
"
Размер,кнопки на правои стороне,гарнитура.												",0
"
Отличный тел. удобный, очень доволен, что выбрал именно его. Стекло треснуло в нескольких местах, но работает в таком состоянии уже больше года.												",1
"
не маркий, удобно пользоваться одной рукой, голосовой набор хорошо распознает речь												",1
"
Стекло сильно царапается, постоянные глюки, быстро вышли из строя кнопки вкл. и громкость (приходится сильно нажимать), поэтому за исполнение 3												",0
"
Нужен был смартфон срочно и недорогой. Думал, что за такую цену получу звонилку с проверкой почты, но нет. Все, что надо - работает. При этом батарея долго не садится. Вай-фай не прерывается даже при выключенном дисплее, поэтому очень удобно слушать музыку из вконтакта. Очень удобно, что можно... Читать полностью ",1
"
Небольшая цена, быстрая работа, яркий экран, 2 симки как бонус												",1
"
Маловато памяти, но это можно компенсировать сменной картой памяти												",0
"
Купила телефон неделю назад, через полчаса после покупки приложения начали открываться через раз. Вскоре начала сама по себе отключаться музыка, закрываются приложения(родные и скачанные), вызовы и смс не проходят(дело не в симке). Отключается сам интернет. Пару дней назад слушала музыку в... Читать полностью ",0
"
Отличная яркость, большой, удобный. Хорошая камера.В целом, телефон отличный												",1
"
Долго включается камера; при слабом освещении работает будто в замедленной съемке; тихий динамик(для меня);												",0
"
Отличный телефон, в котором есть камера, плеер, записная книжка и многое другое, чем я лично пользуюсь. Самый главный плюс, которым он выделяется на фоне андроида – это его стабильная работа! За полгода он перезагрузился два раза! В то время как самсунг галакси тупит постоянно и перезагружается.... Читать полностью ",1
"
стабильная работа, приятный в управлении												",1
"
Батарея – недостаток практически всех смартов.												",0
"
Норм вариант. Взял вместо звонилки и очень рад! Аккаунт синхронизировал, whatsapp поставил, hangouts обновил, gmail есть. Конечно, очень тормозной, но что еще ждать от таких спецификаций. СОВЕТ! Не обновляйте приложения! Обновления устанавливаются в добавок к старой версии, а не на замену, и жрут... Читать полностью ",1
"
Цена! И это все таки смартфон!												",1
"
За эти деньги, ему можно простить все :)												",0
"
По всем 4 пунктам ставлю 5! Телефон удобен, сделан очень стильно и в нем нет ничего лишнего.												",1
"
Качественная модель.												",1
"
Недостатков не обнаружил.												",0
"
Купил себе на новый год и все праздники активно им пользовался. Очень доволен тем, что такой флагман сумел приобрести значительно дешевле других фирм. Особенно нравится заряд аккума, а еще его огромный экран.												",1
"
Достойное качество батареи, она долго держит заряд, дольше, чем на смартфонах моих друзей раза в 2. Крутой экран, отличная цветопередача Красивый алюминиевый корпус Хорошее качество звука, как в наушниках, так и без них. Удобный фонарик, причем яркий, но энергоемкий Оперативка позволяет пользоваться... Читать полностью ",1
"
Долго заряжается заряд аккума Нет разъема для карты памяти  Царапается стеклышко камеры												",0
"
Не плохой телефон за такую цену громкий динамик работает без глюков довольно быстр в работе с интернетом в общем все устраивает												",0
"
Очень громкий при воспроизведении музыки и видио												",1
"
Слабовата батарейка												",0
"
Хороший смартфон, отличная отделка, работает отлично не зависает даже на Андроид 4, памяти хоть отбавляй 16 гигов своей+16 гигов микро сд карта (у меня). Вполне достойная замена дорогостоящим аналогам.												",1
"
Красивый дизайн, скорость работы, отличная камера.												",1
"
нет функциональных кнопок (все кнопки сенсорные). Иногда срабатывают по неосторожности при пользовании одной рукой.												",0
"
Современный человек этот телефон сегодня купит осознанно, несмотря на все его недостатки. Это, скорее всего, будет выбор непритязательного в техническом плане человека, которому не нужны лишние навороты в телефоне и которого воротит от излишне крупных сенсорных смартов. И они ему, к тому же, без... Читать полностью ",1
"
выше												",1
"
выше												",0
"
Такое ощущения, что не существует ещё приложений, которые смогли бы ""озадачить"" этот телефон.												",1
"
Практические самый ""напичканый"" среди подобных. Не к чему придраться.												",1
"
Несколько маркий корпус, но это мелкая проблема. Батарея хоть и на уровне, но при таких размерах телефона могла бы быть большей емкости.												",0
"
телефон ужоссссссс
сломался через 2 месяца,отдали по гарантии в СЦ,сказали моя вина,отдали сами ----заводской деффект,,судом выйгралиии в 2 раза больше суммы товара!												",0
"
нету ихз												",1
"
Всеее												",0
"
Вообще, я с появлением Samsung Galaxy S4 (далее - SGS4) твердо решил купить его во чтобы ни стало, но увидев видео сравнение обоих девайсов понял, что HTC one это мое. Я не из тех, кто покупает телефон из-за его престижа и т.д. У меня есть свои требования к аппарату, и HTC с этим отлично... Читать полностью ",1
"
Плюс: отличный дизайн, приятный интерфейс, хорошая камера. Экран выше всяких похвал. Очень достойно работает автоматическая регулировка яркости многое другое.												",1
"
К минусу можно отнести отсутствие паузы во время видеосъемки, а также отсутствие возможности сквозной прокрутки рабочих столов. P.S. К счастью, лишь мелочь :)												",0
"
Купил себе на днях, не нарадуюсь. Масса приложений, необычный девайс. Всем советую.												",1
"
Разумная цена-хорошее качесвто												",1
"
нет												",0
"
Отличный телефон . Всем доволен												",1
"
Зарядка, Функциональность,Оперативность, Удобство, Большой Экран, Дизайн, Прочность ну и бренд конечно .. Sony оно и есть  Sony												",1
"
Не нашёл												",0
"
аппарат связь держит уверенно, в сети 3G работает нормально												",0
"
работа с 2-мя симкартами, изображение на экране нормальное, на музыку имеется эквалайзер, неплохо звучит динамик, но при наличии в записи хороших басов, появляются посторонние звуки, как модем или Wi-Fi роутер работает нормально, для обученмя работы с Андроидом или как первый смарт подойдет, или как... Читать полностью ",1
